customerId,customer_account,customer_name,date_of_birth,gender,address,phone_number,account_currency,balance,channel
30158,5.70639E+11,Innocent Hernandez,9/25/1962,Female,Rulindo,2.50795E+11,RWF,1163314.37,Mobile Banking
66476,8.38536E+11,Samuel Kline,11/3/1973,Female,Gatsibo,2.50711E+11,RWF,1519354.86,Mobile Banking
65767,7.32917E+11,Didier Chan,1/28/1967,Female,Ngoma,2.50729E+11,RWF,1219043.76,"Internet Banking, Mobile Banking"
51255,1.91384E+11,Emmanuel Williams,6/25/1995,Female,Kayonza,2.50783E+11,RWF,681973.97,"USSD, Mobile Banking, Internet Banking"
67743,9.98504E+11,Paul Mccarty,4/2/1945,Male,Kicukiro,2.50766E+11,RWF,2560955.29,USSD
31777,2.05662E+11,Alice Horn,10/18/1983,Female,Kicukiro,2.50775E+11,RWF,3388849.44,"Mobile Banking, USSD, Internet Banking"
96982,2.32397E+11,Esther Moore,8/21/1969,Male,Rusizi,2.5072E+11,RWF,2829687.06,"Mobile Banking, USSD, Internet Banking"
34777,3.89984E+11,Innocent Torres,3/21/1993,Female,Kicukiro,2.50727E+11,RWF,3422662.35,"Mobile Banking, USSD"
90040,4.15465E+11,Beata Hoover,4/9/1960,Male,Kicukiro,2.50755E+11,RWF,524584.76,"USSD, Mobile Banking, Internet Banking"
51284,5.77433E+11,Beata Barker,8/24/1976,Male,Nyarugenge,2.50772E+11,RWF,4559369.87,Internet Banking
36184,6.20184E+11,Didier Wilkins,1/9/1989,Female,Ngoma,2.5076E+11,RWF,2738374.87,"USSD, Internet Banking"
65379,5.5223E+11,Chantal Lee,6/7/1958,Female,Musanze,2.50777E+11,RWF,1145869.18,Internet Banking
57206,8.87061E+11,Ange Diaz,4/10/1958,Male,Gasabo,2.5074E+11,RWF,4245286.46,"Internet Banking, Mobile Banking"
65381,9.46324E+11,Marie Gibson,11/26/2002,Female,Nyarugenge,2.50741E+11,RWF,4979894.26,"USSD, Mobile Banking"
90894,6.48941E+11,Ange Whitehead,12/7/1951,Male,Gicumbi,2.50764E+11,RWF,3473086.64,"Internet Banking, Mobile Banking, USSD"
19348,5.68399E+11,Patrick Brown,1/11/1960,Female,Nyarugenge,2.50793E+11,RWF,934204.52,"Internet Banking, Mobile Banking"
67060,8.49941E+11,Jean Graham,5/18/1988,Female,Huye,2.50781E+11,RWF,2228410.45,Internet Banking
39485,5.04497E+11,Claude Harvey,12/11/1961,Male,Kicukiro,2.50795E+11,RWF,62519.79,USSD
70554,2.92226E+11,Didier Payne,10/17/1960,Male,Nyamasheke,2.50768E+11,RWF,3224016.8,Mobile Banking
63734,1.88531E+11,Josiane Baker,3/20/1952,Male,Musanze,2.5077E+11,RWF,484982.39,USSD
71814,2.89097E+11,Paul Marquez,5/4/1967,Male,Rubavu,2.50721E+11,RWF,3722994.43,"Mobile Banking, Internet Banking"
39154,8.10369E+11,Marie Wright,7/8/2006,Female,Rubavu,2.50722E+11,RWF,3111147.45,"Mobile Banking, USSD, Internet Banking"
90300,2.57037E+11,Esther Russell,12/7/2007,Male,Gicumbi,2.50739E+11,RWF,4735688.35,"Mobile Banking, USSD, Internet Banking"
45563,1.83126E+11,Sandrine Gutierrez,10/9/1972,Female,Rubavu,2.50791E+11,RWF,3238304.84,"Internet Banking, USSD, Mobile Banking"
75421,1.12476E+11,Beata Mitchell,9/14/1954,Female,Gicumbi,2.50798E+11,RWF,3145622.24,"Internet Banking, USSD, Mobile Banking"
39586,3.02262E+11,Ange Jackson,9/1/1955,Male,Rulindo,2.50761E+11,RWF,2352249.58,"Internet Banking, Mobile Banking, USSD"
66095,9.59611E+11,Paul Rice,3/23/1982,Male,Muhanga,2.50761E+11,RWF,1236523.66,"USSD, Mobile Banking"
11842,8.53523E+11,Diane Taylor,5/26/1958,Female,Bugesera,2.50729E+11,RWF,2595547.74,"Internet Banking, Mobile Banking, USSD"
33618,2.51483E+11,Claude Day,3/2/1956,Female,Nyagatare,2.50722E+11,RWF,2582692.7,"Internet Banking, USSD"
57644,2.873E+11,Patrick Gonzalez,4/15/1998,Female,Muhanga,2.50758E+11,RWF,4665891.4,Mobile Banking
45572,8.70237E+11,Grace Garcia,10/15/1978,Female,Karongi,2.50782E+11,RWF,2680887.56,"Internet Banking, USSD, Mobile Banking"
99450,3.04317E+11,Eric Shepard,10/17/2000,Male,Gasabo,2.50771E+11,RWF,222891.98,"Mobile Banking, Internet Banking"
85043,3.54367E+11,Paul Edwards,11/15/1955,Male,Gatsibo,2.50756E+11,RWF,3598435.41,Internet Banking
65394,5.04826E+11,Alice Rodgers,10/12/2004,Female,Muhanga,2.50757E+11,RWF,2776050.99,"Internet Banking, Mobile Banking"
86563,4.00827E+11,Emmanuel Swanson,8/11/1958,Male,Karongi,2.50762E+11,RWF,1406914.49,"USSD, Internet Banking"
77662,7.99283E+11,Josiane Hale,4/1/1963,Male,Gicumbi,2.50797E+11,RWF,339551.83,"USSD, Internet Banking"
10500,5.65421E+11,Claude Orr,7/30/1982,Female,Kicukiro,2.50726E+11,RWF,2571589.31,"USSD, Internet Banking"
33752,6.32451E+11,Samuel Cooke,9/16/1948,Male,Muhanga,2.50725E+11,RWF,2748809.54,"USSD, Mobile Banking, Internet Banking"
96297,5.60197E+11,Beata Goodman,12/13/1946,Male,Karongi,2.50775E+11,RWF,2926356.05,Internet Banking
94901,5.62115E+11,Esther Rice,4/25/2004,Female,Nyamasheke,2.50757E+11,RWF,2922062.9,"Internet Banking, Mobile Banking, USSD"
38873,7.86304E+11,Emmanuel Johnson,7/31/1949,Male,Rusizi,2.50769E+11,RWF,725868.09,"Mobile Banking, Internet Banking"
83800,2.57989E+11,Josiane Wilkins,6/20/1988,Male,Nyagatare,2.50753E+11,RWF,1595172.04,"Mobile Banking, USSD"
10556,9.47857E+11,Chantal James,2/24/1989,Male,Nyamasheke,2.50715E+11,RWF,692991.39,"USSD, Mobile Banking"
61339,9.16642E+11,Claude Davis,8/9/1983,Female,Rulindo,2.50722E+11,RWF,2579290.48,"Mobile Banking, USSD, Internet Banking"
79764,1.60109E+11,Josiane Scott,8/22/1952,Male,Musanze,2.50756E+11,RWF,4038570.58,"USSD, Internet Banking"
84350,4.41146E+11,Grace Walter,3/29/1966,Male,Gicumbi,2.50769E+11,RWF,3155984.11,"USSD, Mobile Banking, Internet Banking"
18020,4.90192E+11,Samuel Ramirez,5/25/1948,Female,Gicumbi,2.50784E+11,RWF,3921269.97,Internet Banking
89591,6.14891E+11,Ange Collins,10/16/1971,Female,Nyamasheke,2.50724E+11,RWF,1809901.54,"Internet Banking, USSD, Mobile Banking"
66860,6.14031E+11,Paul Hernandez,6/20/1989,Male,Rwamagana,2.50768E+11,RWF,3039486.34,"USSD, Mobile Banking"
37607,3.43E+11,Fabrice James,2/10/1949,Female,Kicukiro,2.5075E+11,RWF,2874862.06,"Mobile Banking, USSD, Internet Banking"
76743,8.63831E+11,Samuel Hoffman,9/21/1959,Male,Rusizi,2.50771E+11,RWF,3214017.47,Internet Banking
16881,8.5788E+11,Jean Preston,10/17/1955,Male,Gasabo,2.50777E+11,RWF,3437300.68,"Mobile Banking, Internet Banking, USSD"
80200,5.27309E+11,Eric Martin,5/31/1979,Female,Gicumbi,2.50755E+11,RWF,2414139.23,"USSD, Mobile Banking"
86649,8.70823E+11,Alice Rosario,2/9/1964,Female,Gatsibo,2.50714E+11,RWF,77269.83,"Internet Banking, USSD"
13365,8.01573E+11,Paul Gray,5/9/1956,Female,Nyarugenge,2.50776E+11,RWF,2819910.41,"Internet Banking, Mobile Banking"
99752,7.96475E+11,Sandrine Campbell,7/28/1961,Female,Gicumbi,2.50733E+11,RWF,1970923.46,Internet Banking
55168,4.43647E+11,Didier Harper,5/2/1969,Female,Muhanga,2.50766E+11,RWF,1510019.61,"USSD, Mobile Banking"
39590,5.54743E+11,Innocent Paul,3/3/2006,Male,Kicukiro,2.50775E+11,RWF,3393400.64,Mobile Banking
37185,5.34963E+11,Eric Garcia,8/19/1988,Female,Gasabo,2.50773E+11,RWF,297988.83,"USSD, Internet Banking"
35251,6.66429E+11,Alice Peters,6/13/1997,Female,Ngoma,2.50716E+11,RWF,3186249.27,Internet Banking
35904,6.67733E+11,Marie Cruz,2/24/1990,Male,Rwamagana,2.50769E+11,RWF,1853433.62,"Mobile Banking, Internet Banking, USSD"
67811,7.58756E+11,Patrick Dalton,4/1/1973,Male,Muhanga,2.50758E+11,RWF,1812346.18,"USSD, Mobile Banking, Internet Banking"
48322,6.0483E+11,Beata Sanchez,1/16/1962,Male,Nyarugenge,2.50725E+11,RWF,2556682.58,"Internet Banking, Mobile Banking"
33036,2.38983E+11,Beata Baker,11/8/1951,Male,Kayonza,2.50774E+11,RWF,1323306.18,USSD
44943,8.03391E+11,Josiane Jackson,3/23/1990,Male,Gasabo,2.50781E+11,RWF,1642229.75,USSD
35465,7.24731E+11,Samuel Olson,5/6/2003,Male,Nyarugenge,2.50749E+11,RWF,395283.12,"USSD, Mobile Banking, Internet Banking"
74580,3.70168E+11,Esther Sanchez,10/20/1959,Male,Muhanga,2.5073E+11,RWF,3143038.12,USSD
81407,3.06121E+11,Marie Fry,3/3/1947,Male,Huye,2.50725E+11,RWF,1154038.3,"Mobile Banking, USSD, Internet Banking"
11990,2.13802E+11,Paul Vaughan,8/21/1977,Male,Gasabo,2.50735E+11,RWF,2927949.35,"Internet Banking, USSD, Mobile Banking"
67373,4.06645E+11,Patrick Price,8/1/1984,Female,Rubavu,2.50714E+11,RWF,1263823.92,"Internet Banking, Mobile Banking, USSD"
40254,6.40842E+11,Esther Wright,9/18/1973,Female,Rulindo,2.50713E+11,RWF,2312727.89,"Internet Banking, USSD"
60018,2.86138E+11,Ange Thomas,3/31/1956,Male,Nyarugenge,2.50791E+11,RWF,1385168.4,"USSD, Mobile Banking, Internet Banking"
54173,6.25917E+11,Alice Perry,7/21/1957,Male,Gasabo,2.50756E+11,RWF,2826759.72,"Internet Banking, USSD"
34222,8.72552E+11,Diane Mcguire,12/8/1982,Male,Rusizi,2.50715E+11,RWF,942455.86,Mobile Banking
71510,8.81518E+11,Marie Herring,7/21/1997,Female,Nyarugenge,2.5074E+11,RWF,4971046.34,USSD
86342,8.33998E+11,Alice Johnson,8/22/1972,Male,Ngoma,2.50752E+11,RWF,4036203.4,"Internet Banking, USSD, Mobile Banking"
75562,9.93722E+11,Beata Young,12/16/1977,Male,Rulindo,2.50735E+11,RWF,540515.52,"Internet Banking, Mobile Banking"
65936,4.16223E+11,Beata Daniels,4/24/1996,Female,Nyamasheke,2.50711E+11,RWF,1851332.93,Mobile Banking
68769,7.05185E+11,Grace Figueroa,2/9/1953,Male,Kayonza,2.50714E+11,RWF,1873663.13,Internet Banking
25154,1.35951E+11,Sandrine Warren,1/19/1986,Female,Kayonza,2.50799E+11,RWF,4247839.37,"USSD, Mobile Banking"
40852,1.91223E+11,Ange Schmidt,11/28/1950,Female,Nyamasheke,2.50751E+11,RWF,3891892.65,Internet Banking
53398,7.59407E+11,Claude Oneill,3/10/1946,Female,Muhanga,2.50714E+11,RWF,2797840.23,Internet Banking
24970,1.16159E+11,Didier Mendez,4/27/1998,Female,Gasabo,2.50729E+11,RWF,354755.34,"Internet Banking, USSD, Mobile Banking"
65824,3.59204E+11,Claude Gonzalez,10/12/1971,Male,Muhanga,2.50745E+11,RWF,3520946.51,"Internet Banking, Mobile Banking"
70234,5.48735E+11,Samuel Scott,3/7/1993,Female,Huye,2.50722E+11,RWF,4163147.58,"Mobile Banking, Internet Banking"
73058,7.32024E+11,Eric Young,10/6/1947,Female,Rusizi,2.50717E+11,RWF,1344356.27,"Internet Banking, Mobile Banking"
13966,6.87946E+11,Grace Gross,11/3/1945,Male,Muhanga,2.50794E+11,RWF,1058443.44,USSD
55942,4.50394E+11,Samuel Fuentes,4/22/1953,Female,Ngoma,2.50764E+11,RWF,2759784.2,"Mobile Banking, USSD, Internet Banking"
55571,9.21371E+11,Innocent Lee,3/25/1971,Female,Rubavu,2.50784E+11,RWF,2920852.27,"Mobile Banking, Internet Banking"
79973,3.18952E+11,Innocent Wright,4/8/1991,Male,Ngoma,2.50744E+11,RWF,3764659.53,Internet Banking
86284,4.04578E+11,Didier Olson,6/18/1950,Female,Huye,2.50775E+11,RWF,4481741.22,"Internet Banking, Mobile Banking, USSD"
95660,7.08901E+11,Paul West,4/4/1976,Male,Kicukiro,2.50742E+11,RWF,781036.75,"Internet Banking, Mobile Banking, USSD"
32351,1.51044E+11,Innocent Perry,10/8/1973,Female,Nyarugenge,2.50792E+11,RWF,4815412.75,"USSD, Internet Banking"
74818,8.00272E+11,Esther Carney,2/4/1992,Female,Rubavu,2.50751E+11,RWF,3571200.57,"USSD, Mobile Banking, Internet Banking"
45012,7.5842E+11,Innocent Watson,5/24/1978,Female,Ngoma,2.50741E+11,RWF,3150300.51,Internet Banking
82260,1.69844E+11,Innocent Martinez,11/21/1983,Male,Rulindo,2.50711E+11,RWF,1024454.86,"Mobile Banking, Internet Banking, USSD"
97548,7.68587E+11,Josiane Smith,11/4/1963,Female,Rwamagana,2.50747E+11,RWF,639139.08,"USSD, Mobile Banking"
58594,7.47694E+11,Fabrice Smith,11/29/1981,Female,Nyagatare,2.50743E+11,RWF,536194.87,Internet Banking
33511,1.11777E+11,Grace Stafford,11/20/1971,Male,Kayonza,2.50752E+11,RWF,2924951.55,"USSD, Internet Banking, Mobile Banking"
79354,7.11685E+11,Sandrine Thompson,8/23/1949,Female,Gicumbi,2.50737E+11,RWF,2290773.55,Internet Banking
28163,6.24515E+11,Paul Beard,5/12/1996,Male,Bugesera,2.50728E+11,RWF,1645067.02,Mobile Banking
59047,5.49517E+11,Josiane Burnett,12/9/1999,Male,Kayonza,2.50782E+11,RWF,3729404.46,"Internet Banking, USSD, Mobile Banking"
64908,2.41401E+11,Sandrine Garrett,2/1/1969,Male,Ngoma,2.50745E+11,RWF,1419160.99,Internet Banking
67483,7.62136E+11,Fabrice Smith,5/15/1950,Male,Karongi,2.50766E+11,RWF,2918526.87,"Mobile Banking, Internet Banking"
50186,8.41625E+11,Sandrine Estes,2/9/1962,Female,Huye,2.50765E+11,RWF,2526727.53,Internet Banking
59317,3.18646E+11,Alice Gonzalez,7/1/1959,Female,Nyagatare,2.50776E+11,RWF,251192.33,"USSD, Internet Banking, Mobile Banking"
20439,3.66234E+11,Emmanuel Warner,10/26/1974,Female,Gatsibo,2.50721E+11,RWF,3630031.31,USSD
53960,6.65709E+11,Paul Peters,10/24/1946,Male,Ngoma,2.5073E+11,RWF,866914.06,"Internet Banking, USSD, Mobile Banking"
83479,7.85041E+11,Paul Rodriguez,10/28/1986,Female,Rulindo,2.50776E+11,RWF,2786993.64,"USSD, Internet Banking"
77482,5.43198E+11,Jean Allen,10/23/1986,Male,Ngoma,2.50793E+11,RWF,2321638.42,"USSD, Mobile Banking"
83406,9.723E+11,Samuel Hull,6/18/1998,Female,Ngoma,2.50763E+11,RWF,4074173.27,USSD
42051,4.3504E+11,Sandrine Doyle,1/21/1958,Female,Rulindo,2.50726E+11,RWF,2407347.75,"Mobile Banking, Internet Banking"
57855,2.36315E+11,Jean Jackson,5/24/1961,Female,Karongi,2.50732E+11,RWF,3350796.13,"USSD, Mobile Banking"
57172,7.81729E+11,Diane Lawson,10/22/2002,Male,Rulindo,2.50773E+11,RWF,3731398.43,"USSD, Mobile Banking"
23151,3.61196E+11,Innocent Reed,2/13/1964,Male,Gatsibo,2.50728E+11,RWF,4153467.52,"Mobile Banking, Internet Banking"
95989,8.75707E+11,Alice Flores,1/6/1962,Male,Nyamasheke,2.50783E+11,RWF,2938455.97,Mobile Banking
57305,1.16686E+11,Fabrice Mccoy,11/11/1975,Female,Muhanga,2.50766E+11,RWF,326659.27,"USSD, Internet Banking"
58100,6.83411E+11,Esther Sanders,9/4/1978,Female,Kicukiro,2.50775E+11,RWF,79328.42,"USSD, Mobile Banking"
83743,7.23816E+11,Claude Moon,12/13/1971,Male,Nyagatare,2.5077E+11,RWF,2460283.11,Internet Banking
43034,8.11551E+11,Josiane Branch,8/18/1999,Male,Gatsibo,2.50785E+11,RWF,2756734.91,Internet Banking
78692,1.71673E+11,Marie Chang,3/30/2000,Female,Gasabo,2.50722E+11,RWF,568659.7,"USSD, Mobile Banking"
97001,9.39014E+11,Eric Campbell,2/24/1998,Female,Muhanga,2.50791E+11,RWF,1623682.33,USSD
29084,2.86907E+11,Ange Washington,10/14/1973,Female,Karongi,2.50749E+11,RWF,3051679.92,"Mobile Banking, USSD"
43136,7.11982E+11,Jean Leon,6/3/1982,Female,Gatsibo,2.50714E+11,RWF,1279131.06,"USSD, Internet Banking, Mobile Banking"
45258,9.57303E+11,Sandrine Hall,6/25/1993,Female,Nyagatare,2.50779E+11,RWF,2099461.48,"USSD, Internet Banking"
81974,2.73282E+11,Beata White,1/21/1947,Male,Karongi,2.50769E+11,RWF,1872605.86,"USSD, Mobile Banking, Internet Banking"
11067,1.25926E+11,Diane Steele,9/16/1958,Female,Kayonza,2.50772E+11,RWF,2194003.29,"Internet Banking, USSD, Mobile Banking"
34064,1.20465E+11,Paul Knight,4/24/2003,Male,Musanze,2.50713E+11,RWF,741999.52,"Mobile Banking, USSD, Internet Banking"
44774,2.50935E+11,Didier Hall,4/24/1959,Male,Nyagatare,2.50751E+11,RWF,3588794.21,"Mobile Banking, Internet Banking"
84967,1.06515E+11,Fabrice Mason,2/12/1954,Female,Nyamasheke,2.50738E+11,RWF,2153625.95,Internet Banking
39830,2.121E+11,Jean Coleman,10/27/1958,Male,Kicukiro,2.50726E+11,RWF,4481502.92,"Internet Banking, USSD"
50302,2.30134E+11,Emmanuel Stephens,3/3/1963,Male,Kayonza,2.50726E+11,RWF,2659629.61,"Internet Banking, USSD, Mobile Banking"
93935,5.10253E+11,Beata Williams,5/24/2007,Female,Muhanga,2.50736E+11,RWF,4883336.94,"USSD, Mobile Banking, Internet Banking"
37363,8.41334E+11,Claude Choi,8/11/1963,Male,Musanze,2.50728E+11,RWF,510210.82,"USSD, Mobile Banking, Internet Banking"
42678,8.40926E+11,Esther Charles,11/9/1995,Male,Ngoma,2.508E+11,RWF,254788.89,"USSD, Mobile Banking"
10522,9.83714E+11,Esther Ward,2/14/1946,Male,Rwamagana,2.50727E+11,RWF,3349271.45,"USSD, Internet Banking"
77861,7.88782E+11,Didier Jones,11/19/1966,Female,Huye,2.50712E+11,RWF,4379146,"USSD, Mobile Banking"
28055,7.21994E+11,Claude Martin,1/6/1980,Male,Karongi,2.50792E+11,RWF,4995726.93,Internet Banking
73648,1.74559E+11,Samuel Mclaughlin,5/24/1954,Male,Gicumbi,2.50773E+11,RWF,2642073.87,"USSD, Mobile Banking"
30288,8.92079E+11,Jean Best,10/27/1946,Female,Rwamagana,2.5072E+11,RWF,3816632.48,"USSD, Mobile Banking, Internet Banking"
34594,5.24332E+11,Patrick Vasquez,1/26/1995,Female,Rulindo,2.50775E+11,RWF,3313426.55,"USSD, Internet Banking"
36916,7.89178E+11,Alice Wolfe,10/14/1951,Female,Rulindo,2.50795E+11,RWF,547230.98,"USSD, Internet Banking"
31279,7.35917E+11,Beata Henson,8/14/1979,Male,Muhanga,2.50797E+11,RWF,431977.85,"Mobile Banking, USSD"
67081,4.71426E+11,Josiane Duffy,8/17/1973,Male,Muhanga,2.5074E+11,RWF,3156851.4,USSD
62948,2.19555E+11,Marie Herrera,2/1/1990,Female,Gasabo,2.50783E+11,RWF,4432663.48,"Internet Banking, Mobile Banking, USSD"
28031,6.86539E+11,Esther Martin,4/23/2000,Female,Muhanga,2.50746E+11,RWF,2985663.59,"Mobile Banking, USSD"
48618,3.87667E+11,Alice Jordan,7/6/1984,Female,Nyagatare,2.50779E+11,RWF,1747073.53,"Internet Banking, Mobile Banking, USSD"
73888,8.40891E+11,Samuel Cervantes,9/9/1984,Female,Rulindo,2.50729E+11,RWF,4780950.97,"USSD, Internet Banking"
26290,7.04678E+11,Didier Mcdonald,11/21/2003,Male,Nyarugenge,2.50741E+11,RWF,2740554.43,"Internet Banking, USSD, Mobile Banking"
38866,5.6968E+11,Chantal Johnson,7/24/1996,Male,Huye,2.50727E+11,RWF,648515.34,"Internet Banking, USSD"
98143,4.27274E+11,Patrick Ibarra,2/27/1978,Female,Gicumbi,2.50757E+11,RWF,1731015.32,USSD
46482,2.21476E+11,Fabrice Diaz,6/2/1988,Male,Nyagatare,2.50715E+11,RWF,2691415.19,"USSD, Mobile Banking, Internet Banking"
74314,7.95872E+11,Jean Fernandez,6/24/2003,Female,Musanze,2.50788E+11,RWF,3739726.12,Internet Banking
79419,4.18793E+11,Samuel Greer,4/6/1996,Female,Muhanga,2.50754E+11,RWF,3641434.71,Internet Banking
79678,4.8295E+11,Grace Meyer,2/2/1956,Female,Rusizi,2.50793E+11,RWF,752082.81,USSD
53558,5.257E+11,Ange Lawson,3/20/1984,Female,Gasabo,2.50786E+11,RWF,399812.98,"Internet Banking, USSD, Mobile Banking"
96943,6.12302E+11,Josiane Combs,11/13/1954,Female,Bugesera,2.50757E+11,RWF,2860392.19,"Internet Banking, Mobile Banking, USSD"
18937,4.40206E+11,Sandrine Weber,2/23/1978,Female,Rusizi,2.50745E+11,RWF,3024835.61,"Internet Banking, Mobile Banking"
33475,8.21707E+11,Esther Dennis,3/26/1972,Female,Rwamagana,2.50761E+11,RWF,2839224.28,"Mobile Banking, USSD, Internet Banking"
30378,4.12602E+11,Jean Warner,12/24/1945,Female,Nyarugenge,2.50769E+11,RWF,1684593.91,"USSD, Internet Banking, Mobile Banking"
82172,4.11076E+11,Sandrine Porter,5/16/2007,Female,Gasabo,2.50776E+11,RWF,3331951.9,"USSD, Internet Banking"
73124,9.49572E+11,Samuel Moody,9/21/1977,Female,Musanze,2.50739E+11,RWF,465651.89,"USSD, Mobile Banking"
82625,7.94434E+11,Patrick Davis,5/16/1953,Female,Rusizi,2.50794E+11,RWF,922940.26,"Internet Banking, USSD, Mobile Banking"
46512,4.05429E+11,Diane Harris,5/10/1993,Male,Gatsibo,2.5073E+11,RWF,536036.42,"Internet Banking, USSD"
84894,5.39699E+11,Ange Peterson,2/12/1964,Male,Huye,2.5076E+11,RWF,1779511.28,"USSD, Internet Banking, Mobile Banking"
95457,8.37535E+11,Samuel Brooks,4/22/1973,Male,Kicukiro,2.5079E+11,RWF,2593276.64,Mobile Banking
42410,4.40179E+11,Claude Parks,1/18/1987,Female,Gicumbi,2.50771E+11,RWF,3987192.95,Internet Banking
49156,5.0707E+11,Jean Evans,9/13/1966,Male,Huye,2.50785E+11,RWF,3568945.64,USSD
95525,3.28109E+11,Emmanuel Edwards,3/25/1956,Female,Kicukiro,2.50715E+11,RWF,1902587.46,"Mobile Banking, USSD, Internet Banking"
43075,4.3767E+11,Patrick Edwards,10/4/1959,Female,Nyagatare,2.50721E+11,RWF,4451540.67,"Internet Banking, USSD, Mobile Banking"
59306,4.91584E+11,Eric Garcia,3/30/1965,Male,Nyagatare,2.50746E+11,RWF,4273746.81,"Mobile Banking, Internet Banking, USSD"
78223,9.65873E+11,Claude Pena,1/14/1986,Male,Muhanga,2.50782E+11,RWF,699834.49,"Internet Banking, Mobile Banking, USSD"
76385,6.99334E+11,Ange Heath,12/27/1975,Male,Rulindo,2.5072E+11,RWF,2549670.15,"Mobile Banking, USSD"
46970,9.09481E+11,Emmanuel Rodriguez,4/13/2006,Female,Gicumbi,2.50777E+11,RWF,342620.96,"Mobile Banking, USSD"
36302,4.08106E+11,Beata Sanders,10/23/2001,Female,Nyarugenge,2.50765E+11,RWF,2271175.33,"USSD, Mobile Banking, Internet Banking"
76922,3.65093E+11,Chantal Thompson,8/22/1983,Male,Huye,2.508E+11,RWF,1060075.01,USSD
78025,2.07368E+11,Grace Rowland,1/13/1956,Female,Huye,2.50748E+11,RWF,1622122.37,"Internet Banking, USSD"
59790,4.80716E+11,Eric Miller,7/5/1991,Female,Kicukiro,2.50719E+11,RWF,1582719.83,USSD
36794,4.41413E+11,Fabrice Munoz,10/28/1993,Female,Muhanga,2.50779E+11,RWF,947835.69,"Mobile Banking, Internet Banking"
90818,4.96945E+11,Emmanuel Franklin,3/23/1992,Female,Nyagatare,2.50721E+11,RWF,3647527.22,"USSD, Mobile Banking, Internet Banking"
89355,5.22069E+11,Eric Carlson,10/4/1994,Female,Huye,2.50787E+11,RWF,2655726.44,"Internet Banking, USSD, Mobile Banking"
